Territorial,Expediente,Estado,Naturaleza,Clase de Empresa,Municipio,Corregimiento,Vereda,Actividad,Resolución,Descriptor,Fecha Resolución
Aburrá Sur,AS6-2016-2,Activo,Jurídica,Privada,Amagá,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),160AS-RES1701-321,Por la cual se otorga un permiso,19/01/2017
Panzenú,PZ6-2017-16,Activo,Jurídica,Privada,El Bagre,No registrado,No registrada,Explotación minera,160PZ-RES1810-5857,Por la cual se resuelve un recurso de reposición,26/10/2018
Panzenú,PZ6-2016-1,Activo,Jurídica,Privada,Zaragoza,No registrado,Chilona,Emisiones transitorias (construcciones),160PZ-RES2208-4929,Por la cual se adopta una decisión,24/08/2022
Aburrá Norte,AN6-2007-4,Activo,Jurídica,Privada,Medellín,Altavista,Aguas Frias,Emisiones de contaminantes por explotación minera,160AN-RES1803-1055,Por la cual se acepta un desistimiento tácito,06/03/2018
Aburrá Sur,AS6-2010-2,Activo,Jurídica,Privada,Sabaneta,No registrado,No registrada,Utilización de Aceites usados,160AS-RES1709-4782,Por la cual se adopta una decisión,07/09/2017
Zenufaná,ZF6-2008-3,Archivado,Jurídica,Privada,Caracolí,No registrado,Canalones,Incineración de Residuos Sólidos,130ZF-1105-4491,Por la cual se adopta una decisión,17/05/2011
Zenufaná,ZF6-2017-5,Archivado,Jurídica,Privada,Yolombó,No registrado,Los Totumos,Quemas abiertas controladas en zonas rurales,160ZF-RES1704-1681,Por la cual se inadmite una solicitud,04/04/2017
Aburrá Sur,AS6-2005-1,Activo,Jurídica,Privada,Amagá,No registrado,Piedecuesta,Descargas Atmosféricas por chimeneas o ductos (industriales),130AS-1202-6579,Por la cual se otorga un permiso,11/02/2012
Zenufaná,ZF6-2007-5,Activo,Jurídica,Publica,Puerto Nare,La Sierra,No registrada,Operación de plantas termoeléctricas,130ZF-1309-6137,Por la cual se prorroga un permiso,13/09/2013
Aburrá Norte,AN6-2016-2,Activo,Jurídica,Privada,Girardota,No registrado,El Paraiso,Industrial,160AN-RES2005-2644,Por la cual se otorga un permiso,14/05/2020
Zenufaná,ZF6-2005-9,Archivado,Natural,-No aplica-,Segovia,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos(Comerciales),130ZF-1201-4859,Por la cual se adopta una decisión,06/01/2012
Aburrá Sur,AS6-2016-2,Activo,Jurídica,Privada,Amagá,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),160AS-RES2009-5228,"Por la cual se modifica un permiso, concesión o autorización",15/09/2020
Aburrá Sur,AS6-2010-2,Activo,Jurídica,Privada,Sabaneta,No registrado,No registrada,Utilización de Aceites usados,160AS-RES2112-8015,Por la cual se adopta una decisión,02/12/2021
Aburrá Norte,AN6-2018-3,Activo,Jurídica,Privada,Medellín,No registrado,No registrada,Industrial,160AN-RES1806-3146,Por la cual se otorga un permiso,07/06/2018
Zenufaná,ZF6-2011-6,Archivado,Jurídica,Privada,Amalfi,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1202-5012,Por la cual se otorga un permiso,17/02/2012
Aburrá Norte,AN6-2023-3,Activo,Jurídica,Privada,Medellín,Altavista,Aguas Frias,Operación de calderas,160AN-RES2409-3996,Por la cual se adopta una decisión,12/09/2024
Zenufaná,ZF6-2007-4,Archivado,Jurídica,Privada,Puerto Nare,No registrado,No registrada,No aplica,130ZF-1409-6718,Por la cual se archiva un expediente,15/09/2014
Tahamíes,TH6-2019-15,Activo,Jurídica,Privada,Yarumal,No registrado,No registrada,Procesos o actividades susceptibles de producir misiones de,160TH-RES2001-523,Por la cual se adopta una decisión,30/01/2020
Aburrá Norte,AN6-1996-108,Archivado,Jurídica,Privada,Copacabana,No registrado,Ancón 2,Industrial,130AN-3808,Por la cual se toma una determinación,12/10/2005
Panzenú,PZ6-2018-4,Archivado,Jurídica,Privada,Zaragoza,No registrado,Chilona Abajo,Explotación minera,160PZ-RES1906-3045,"Por la cual se modifica un permiso, concesión o autorización",13/06/2019
Panzenú,PZ6-2007-3,Archivado,Jurídica,Privada,Tarazá,No registrado,No registrada,Industrial,130PZ-1531,Por la cual se otorga un permiso de vertimientos.,11/09/2008
Aburrá Sur,AS6-2012-2,Archivado,Jurídica,Privada,Envigado,No registrado,No registrada,Industrial,130AS-5381,Por la cual se toma una determinación,16/02/2010
Tahamíes,TH6-2010-1,Archivado,Jurídica,Privada,San Andrés De Cuerquia,No registrado,Taque,Descargas Atmosféricas por chimeneas o ductos (industriales),130TH-7994,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,21/10/2010
Aburrá Norte,AN6-1996-2,Archivado,Jurídica,Privada,Medellín,San Antonio De Prado,Yarumalito,Quemas abiertas controladas en zonas rurales,130AN-281,Por la cual se toma una determinación,20/04/1999
Zenufaná,ZF6-2009-6,Archivado,Jurídica,Privada,Vegachí,No registrado,La Unión,Quemas abiertas controladas en zonas rurales,130ZF-1105-4489,Por la cual se adopta una decisión,17/05/2011
Aburrá Norte,AN6-2012-4,Activo,Jurídica,Privada,Medellín,San Cristobal,No registrada,Industrial,160AN-RES1802-770,Por la cual se traspasa un permiso,20/02/2018
Citará,CI6-2018-8,Activo,Jurídica,Privada,Ciudad Bolívar,No registrado,No registrada,No aplica,160CI-RES1812-7611,Por la cual se otorga el certificado en materia de revisión de gases,28/12/2018
Aburrá Norte,AN6-2018-5,Activo,Jurídica,Privada,Girardota,No registrado,San Diego,Explotación minera,160AN-RES2402-454,Por la cual se prorroga un permiso,08/02/2024
Aburrá Sur,AS6-2019-13,Archivado,Jurídica,Privada,Itaguí,No registrado,El Ajizal,Descargas Atmosféricas por chimeneas o ductos (industriales),160AS-RES2103-1528,Por la cual se niega un permiso,16/03/2021
Aburrá Sur,AS6-2010-2,Activo,Jurídica,Privada,Sabaneta,No registrado,No registrada,Utilización de Aceites usados,160AS-RES1709-4713,Por la cual se resuelve un recurso de reposición,01/09/2017
Cartama,CA6-2020-6,Activo,Jurídica,Privada,La Pintada,No registrado,No registrada,Operación de calderas,160CA-RES2009-5513,Por la cual se otorga un permiso,28/09/2020
Zenufaná,ZF6-2012-3,Archivado,Jurídica,Privada,Yolombó,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,160ZF-RES1705-2309,Por la cual se archiva un expediente,11/05/2017
Aburrá Norte,AN6-2024-1,Archivado,Jurídica,Privada,Bello,No registrado,No registrada,Industrial,160AN-RES2409-4218,Por la cual se niega un permiso,27/09/2024
Cartama,CA6-2020-12,Activo,Natural,-No aplica-,Venecia,Bolombolo,No registrada,Explotación minera,160CA-RES2312-7233,Por la cual se termina anticipadamente un trámite o permiso,29/12/2023
Aburrá Norte,AN6-2019-12,Activo,Jurídica,Privada,Girardota,No registrado,San Andres,Explotación minera,160AN-RES2003-1126,Por la cual se otorga un permiso,10/03/2020
Aburrá Norte,AN6-2019-5,Archivado,Jurídica,Privada,Medellín,San Cristobal,Boquerón,Descargas Atmosféricas por chimeneas o ductos (industriales),160AN-RES2108-5459,Por la cual se acepta un desistimiento,27/08/2021
Zenufaná,ZF6-2010-3,Archivado,Jurídica,Privada,Vegachí,El Tigre,No registrada,Industrial,130ZF-4042,Por la cual se archiva un expediente de fuentes fijas,14/07/2010
Aburrá Norte,AN6-1996-59,Archivado,Jurídica,-No aplica-,Barbosa,No registrado,Isaza,Operación de calderas,130AN-1104-11277,Por la cual se adopta una decisión,11/04/2011
Aburrá Norte,AN6-2014-4,Activo,Jurídica,Privada,Medellín,Altavista,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),160AN-RES1702-721,Por la cual se otorga un permiso,14/02/2017
Cartama,CA6-2021-2,Activo,Jurídica,Privada,La Pintada,No registrado,No registrada,Industrial,160CA-RES2103-1772,Por la cual se otorga un permiso,26/03/2021
Aburrá Norte,AN6-2021-6,Activo,Jurídica,Privada,Medellín,Altavista,Aguas Frias,Industrial,160AN-RES2112-9054,Por la cual se niega un permiso,22/12/2021
Zenufaná,ZF6-2004-1,Archivado,Jurídica,-No aplica-,Puerto Nare,La Sierra,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),130ZF-2533,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,22/12/2006
Aburrá Sur,AS6-2012-1,Archivado,Natural,-No aplica-,Amagá,No registrado,La Ferreria,Operación de calderas,130AS-1411-8772,Por la cual se acepta un desistimiento tácito,10/11/2014
Aburrá Norte,AN6-2006-2,Archivado,Natural,-No aplica-,Copacabana,No registrado,Ancón 2,Industrial,160AN-RES1705-2342,Por la cual se archiva un expediente,12/05/2017
Zenufaná,ZF6-2014-3,Activo,Jurídica,Privada,Puerto Berrío,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos(servicio),160ZF-RES2101-22,Por la cual se adopta una decisión,05/01/2021
Hevéxicos,HX6-2014-3,Archivado,Natural,-No aplica-,Buriticá,No registrado,No registrada,Emisiones de contaminantes por explotación minera,160HX-1503-7654,Por la cual se niega un permiso,11/03/2015
Aburrá Norte,AN6-2013-1,Archivado,Jurídica,Privada,Medellín,No registrado,Belencito Corazón,Emisiones de contaminantes por explotación minera,130AN-1403-14932,Por la cual se archiva un expediente,25/03/2014
Panzenú,PZ6-2017-11,Archivado,Jurídica,Privada,Caucasia,No registrado,El Tigre N 1,Emisiones de contaminantes por explotación minera,160PZ-RES1910-5811,Por la cual se archiva un expediente,23/10/2019
Aburrá Sur,AS6-2017-10,Archivado,Jurídica,Privada,Itaguí,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),160AS-RES1711-6581,Por la cual se otorga un permiso,24/11/2017
Zenufaná,ZF6-2010-9,Archivado,Jurídica,Privada,Yolombó,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1103-4333,Por la cual se otorga un permiso,07/03/2011
Aburrá Norte,AN6-1996-2,Archivado,Jurídica,Privada,Medellín,San Antonio De Prado,Yarumalito,Quemas abiertas controladas en zonas rurales,160AN-RES1705-2642,Por la cual se archiva un expediente,26/05/2017
Zenufaná,ZF6-2009-12,Archivado,Jurídica,Privada,Vegachí,No registrado,El Pescado,Quemas abiertas controladas en zonas rurales,130ZF-4207,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,17/11/2010
Tahamíes,TH6-2016-1,Activo,Jurídica,Privada,Yarumal,Llanos De Cuiva,No registrada,Operación de calderas,160TH-1604-12583,Por la cual se inadmite una solicitud,14/04/2016
Cartama,CA6-2018-10,Archivado,Jurídica,Privada,Támesis,No registrado,No registrada,Emisiones de contaminantes por explotación minera,160CA-RES1901-41,Por la cual se otorga un permiso,09/01/2019
Aburrá Sur,AS6-2007-1,Archivado,Jurídica,Privada,Caldas,No registrado,La Aguacatala,Descargas Atmosféricas por chimeneas o ductos (industriales),130AS-1209-7051,Por la cual se adopta una decisión,20/09/2012
Tahamíes,TH6-2012-1,Archivado,Jurídica,Privada,San Pedro De Los Milagros,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),130TH-1301-9776,Por la cual se otorga un permiso,08/01/2013
Aburrá Sur,AS6-2010-3,Archivado,Natural,-No aplica-,La Estrella,No registrado,No registrada,Emisiones transitorias (construcciones),No registra,Por la cual se adopta una decisión,19/05/2011
Aburrá Sur,AS6-2020-1,Activo,Jurídica,Privada,Amagá,No registrado,La Gualí,No aplica,160AS-RES2008-4546,Por la cual se otorga un permiso,11/08/2020
Zenufaná,ZF6-2010-6,Archivado,Jurídica,Privada,Caracolí,No registrado,Canalones,Quemas abiertas controladas en zonas rurales,130ZF-1103-4332,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,07/03/2011
Zenufaná,ZF6-2011-4,Archivado,Jurídica,Privada,Vegachí,No registrado,Corinto,Quemas abiertas controladas en zonas rurales,130ZF-1208-5354,Por la cual se otorga un permiso,22/08/2012
Aburrá Norte,AN6-2005-3,Archivado,Jurídica,Privada,Medellín,Altavista,Aguas Frias,Descargas Atmosféricas por chimeneas o ductos (industriales),160AN-RES2203-1544,Por la cual se archiva un expediente,18/03/2022
Panzenú,PZ6-2016-1,Activo,Jurídica,Privada,Zaragoza,No registrado,Chilona,Emisiones transitorias (construcciones),160PZ-RES1807-3925,"Por la cual se modifica un permiso, concesión o autorización",18/07/2018
Aburrá Sur,AS6-2015-1,Archivado,Jurídica,Privada,Amagá,No registrado,La Gualí,Explotación minera,160AS-1612-10497,Por la cual se resuelve un recurso de reposición,30/12/2016
Hevéxicos,HX6-2014-2,Archivado,Jurídica,Privada,Santa Fé De Antioquia,No registrado,No registrada,Procesos susceptibles de producir emisiones de sust. tóxicas,160HX-RES1806-3744,Por la cual se adopta una decisión,29/06/2018
Aburrá Norte,AN6-2005-1,Activo,Jurídica,Privada,Girardota,No registrado,San Esteban,Descargas Atmosféricas por chimeneas o ductos (industriales),130AN-3741,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,14/09/2005
Aburrá Norte,AN6-2023-4,Activo,Jurídica,Privada,Medellín,Altavista,No registrada,Operación de calderas,160AN-RES2312-6356,Por la cual se otorga un permiso,04/12/2023
Aburrá Norte,AN6-2005-1,Activo,Jurídica,Privada,Girardota,No registrado,San Esteban,Descargas Atmosféricas por chimeneas o ductos (industriales),160AN-RES1702-951,Por la cual se niega una prorroga,24/02/2017
Aburrá Sur,AS6-2012-1,Archivado,Natural,-No aplica-,Amagá,No registrado,La Ferreria,Operación de calderas,160AS-1511-9611,Por la cual se resuelve un recurso de reposición,12/11/2015
Zenufaná,ZF6-2004-24,Archivado,Jurídica,Privada,Yondó,No registrado,No registrada,Incineración de Residuos Sólidos,130ZF-1313,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,10/11/2004
Aburrá Sur,AS6-2014-1,Archivado,Jurídica,Privada,Amagá,No registrado,Piedecuesta,Operación de calderas,160AS-1506-9279,Por la cual se adopta una decisión,30/06/2015
Aburrá Sur,AS6-2016-1,Activo,Jurídica,Privada,Amagá,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),160AS-RES2312-6729,Por la cual se prorroga un permiso,19/12/2023
Aburrá Norte,AN6-1997-153,Archivado,Jurídica,Privada,Medellín,Altavista,No registrada,Industrial,130AN-1409-15604,Por la cual se archiva un expediente,16/09/2014
Aburrá Sur,AS6-2006-2,Archivado,-No aplica-,No registra,Envigado,No registrado,No registrada,No aplica,130AS-3466,Por la cual se aprueba verificacion de fuentes móviles,09/08/2006
Aburrá Norte,AN6-2016-1,Archivado,Jurídica,Privada,Bello,No registrado,No registrada,Emisiones de contaminantes por explotación minera,160AN-RES2206-3687,Por la cual se declara el desistimiento tácito,24/06/2022
Aburrá Sur,AS6-2018-1,Archivado,Jurídica,Privada,Amagá,No registrado,La Clara,Industrial,160AS-RES1804-2216,Por la cual se niega un permiso,25/04/2018
Aburrá Norte,AN6-2008-5,Archivado,Natural,-No aplica-,Barbosa,No registrado,No registrada,Incineración de Residuos Sólidos,160AN-1509-17281,Por la cual se acepta un desistimiento tácito,23/09/2015
Aburrá Sur,AS6-2007-2,Archivado,Jurídica,Privada,Envigado,No registrado,No registrada,No aplica,160AS-1611-10305,Por la cual se adopta una decisión,10/11/2016
Zenufaná,ZF6-2005-16,Archivado,Natural,-No aplica-,Segovia,No registrado,No registrada,Procesos susceptibles de producir emisiones de sust. tóxicas,130ZF-1201-4892,Por la cual se adopta una decisión,18/01/2012
Aburrá Norte,AN6-2005-4,Archivado,Jurídica,Privada,Medellín,Altavista,Aguas Frias,Descargas Atmosféricas por chimeneas o ductos (industriales),130AN-4215,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,11/01/2006
Aburrá Norte,AN6-2018-9,Activo,Jurídica,Privada,Girardota,No registrado,San Andres,Explotación minera,160AN-RES2306-2967,Por la cual se otorga un plazo adicional,27/06/2023
Citará,CI6-2018-8,Activo,Jurídica,Privada,Ciudad Bolívar,No registrado,No registrada,No aplica,160CI-RES2203-1220,"Por la cual se modifica un permiso, concesión o autorización",04/03/2022
Hevéxicos,HX6-2020-11,Activo,Jurídica,Privada,San Jerónimo,No registrado,No registrada,No aplica,160HX-RES2103-1491,Por la cual se adopta una decisión,15/03/2021
Zenufaná,ZF6-2004-25,Archivado,Natural,-No aplica-,Segovia,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos(servicio),130ZF-1111-4784,Por la cual se adopta una decisión,23/11/2011
Aburrá Sur,AS6-2012-2,Archivado,Jurídica,Privada,Envigado,No registrado,No registrada,Industrial,130AS-1412-8908,Por la cual se impone una medida preventiva,26/12/2014
Aburrá Sur,AS6-2009-1,Archivado,Jurídica,Privada,La Estrella,No registrado,No registrada,Operación de calderas,130AS-1111-6346,"Por la cual se modifica un permiso, concesión o autorización",10/11/2011
Zenufaná,ZF6-2010-8,Archivado,Jurídica,Privada,Yolombó,La Floresta,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1102-4319,Por la cual se otorga un permiso,23/02/2011
Aburrá Sur,AS6-2012-2,Archivado,Jurídica,Privada,Envigado,No registrado,No registrada,Industrial,130AS-4696,Por la cual se toma una determinación,06/08/2008
Zenufaná,ZF6-2005-2,Archivado,Natural,-No aplica-,Segovia,No registrado,No registrada,Emisiones de contaminantes por explotación minera,130ZF-1104-4408,Por la cual se adopta una decisión,25/04/2011
Panzenú,PZ6-2017-14,Archivado,Jurídica,Privada,Caucasia,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos(Comerciales),160PZ-RES2112-9357,Por la cual se archiva un expediente,29/12/2021
Tahamíes,TH6-2010-1,Archivado,Jurídica,Privada,San Andrés De Cuerquia,No registrado,Taque,Descargas Atmosféricas por chimeneas o ductos (industriales),130TH-7786,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,23/06/2010
Zenufaná,ZF6-2004-1,Archivado,Jurídica,-No aplica-,Puerto Nare,La Sierra,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),130ZF-1202-5001,Por la cual se niega una prorroga,09/02/2012
Aburrá Norte,AN6-2007-4,Activo,Jurídica,Privada,Medellín,Altavista,Aguas Frias,Emisiones de contaminantes por explotación minera,160AN-RES2305-2281,Por la cual se resuelve un recurso de reposición,29/05/2023
Aburrá Sur,AS6-2019-8,Archivado,Jurídica,Privada,Amagá,No registrado,La Gualí,Descargas Atmosféricas por chimeneas o ductos (industriales),160AS-RES1909-5138,Por la cual se inadmite una solicitud,25/09/2019
Zenufaná,ZF6-2010-7,Archivado,Jurídica,Privada,Yolombó,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1103-4352,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,23/03/2011
Zenufaná,ZF6-2010-11,Archivado,Jurídica,Privada,Yolombó,No registrado,Los Totumos,Quemas abiertas controladas en zonas rurales,130ZF-1202-5010,Por la cual se otorga un permiso,17/02/2012
Aburrá Norte,AN6-2000-5,Archivado,Jurídica,Privada,Medellín,No registrado,No registrada,No aplica,160AN-RES1908-4171,Por la cual se niega un permiso,12/08/2019
Zenufaná,ZF6-2014-1,Activo,Natural,-No aplica-,Remedios,No registrado,No registrada,Utilización de Aceites usados,160ZF-RES2106-3779,Por la cual se adopta una decisión,29/06/2021
Aburrá Sur,AS6-2008-2,Archivado,Jurídica,Privada,Amagá,No registrado,Piedecuesta,Operación de calderas,130AS-5454,Por la cual se otorga un permiso,21/04/2010
Aburrá Norte,AN6-2012-5,Activo,Jurídica,Privada,Copacabana,No registrado,El Noral,Operación de calderas,130AN-1406-15153,Por la cual se niega un permiso,18/06/2014
Aburrá Norte,AN6-2003-2,Activo,Jurídica,Privada,Medellín,San Cristobal,La Loma,Explotación minera,130AN-1411-15881,Por la cual se prorroga un permiso,20/11/2014
Hevéxicos,HX6-2020-5,Archivado,Natural,-No aplica-,Caicedo,No registrado,No registrada,Operación de calderas,160HX-RES2102-1119,Por la cual se archiva un expediente,26/02/2021
Zenufaná,ZF6-2004-1,Archivado,Jurídica,-No aplica-,Puerto Nare,La Sierra,No registrada,Descargas Atmosféricas por chimeneas o ductos (industriales),130ZF-1206-5237,Por la cual se resuelve un recurso de reposición,14/06/2012
Tahamíes,TH6-2017-17,Archivado,Jurídica,Privada,Anorí,No registrado,La Soledad,Explotación minera,160TH-RES1711-6492,Por la cual se otorga un permiso,22/11/2017
Aburrá Norte,AN6-1996-5,Archivado,Jurídica,Privada,Bello,No registrado,Granizal,Descargas Atmosféricas por chimeneas o ductos (industriales),130AN-1110-12641,Por la cual se niega una prorroga,19/10/2011
Aburrá Sur,AS6-2015-2,Activo,Natural,-No aplica-,Itaguí,No registrado,El Ajizal,Industrial,160AS-RES2102-551,Por la cual se prorroga un permiso,04/02/2021
Zenufaná,ZF6-2011-6,Archivado,Jurídica,Privada,Amalfi,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,160ZF-1611-8328,Por la cual se archiva un expediente,21/11/2016
Aburrá Sur,AS6-2020-3,Archivado,Jurídica,Privada,Caldas,No registrado,No registrada,Industrial,160AS-RES2105-3122,Por la cual se declara el desistimiento tácito,31/05/2021
Cartama,CA6-2017-8,Archivado,Jurídica,Privada,Támesis,No registrado,No registrada,Operación de calderas,160CA-RES2207-4078,Por la cual se acepta un desistimiento,18/07/2022
Zenufaná,ZF6-2017-5,Archivado,Jurídica,Privada,Yolombó,No registrado,Los Andes,Quemas abiertas controladas en zonas rurales,160ZF-RES1704-1681,Por la cual se inadmite una solicitud,04/04/2017
Zenufaná,ZF6-2007-5,Activo,Jurídica,Publica,Puerto Nare,La Sierra,No registrada,Operación de plantas termoeléctricas,160ZF-RES2007-4084,Por la cual se prorroga un permiso,17/07/2020
Zenufaná,ZF6-2005-21,Archivado,Jurídica,Privada,Amalfi,No registrado,No registrada,Emisiones de contaminantes por explotación minera,130ZF-1956,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,04/11/2005
Hevéxicos,HX6-2014-2,Archivado,Jurídica,Privada,Santa Fé De Antioquia,No registrado,No registrada,Procesos susceptibles de producir emisiones de sust. tóxicas,160HX-RES1806-3471,"Por la cual se modifica un permiso, concesión o autorización",25/06/2018
Aburrá Norte,AN6-2016-5,Activo,Jurídica,Privada,Girardota,No registrado,San Esteban,Explotación minera,160AN-RES2311-6060,Por la cual se prorroga un permiso,23/11/2023
Aburrá Norte,AN6-2017-20,Archivado,Jurídica,Privada,Girardota,No registrado,No registrada,Incineración de Residuos Sólidos,160AN-RES1712-6920,Por la cual se rechaza una solicitud,07/12/2017
Aburrá Norte,AN6-2016-2,Activo,Jurídica,Privada,Girardota,No registrado,El Paraiso,Industrial,160AN-RES2107-4533,Por la cual se otorga un plazo adicional,27/07/2021
Zenufaná,ZF6-2012-3,Archivado,Jurídica,Privada,Yolombó,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1207-5331,Por la cual se otorga un permiso,27/07/2012
Aburrá Sur,AS6-2011-1,Archivado,Jurídica,Privada,Amagá,No registrado,La Ferreria,Industrial,130AS-1207-6945,Por la cual se otorga un permiso,31/07/2012
Panzenú,PZ6-2017-21,Activo,Natural,-No aplica-,Caucasia,No registrado,No registrada,Industrial,160PZ-RES1712-7257,Por la cual se otorga un permiso,21/12/2017
Tahamíes,TH6-1996-19,Archivado,Jurídica,Privada,San Pedro De Los Milagros,No registrado,No registrada,Industrial,130TH-5765,Por la cual se prorroga un permiso de emisiones atmosféricas para fuentes fijas,26/02/2007
Tahamíes,TH6-2001-4,Archivado,Jurídica,Privada,Campamento,No registrado,La Solita,Explotación minera,130TH-6403,Por la cual se prorroga un permiso de emisiones atmosféricas para fuentes fijas,08/03/2008
Panzenú,PZ6-2017-16,Activo,Jurídica,Privada,El Bagre,No registrado,No registrada,Explotación minera,160PZ-RES2103-1593,Por la cual se traspasa un permiso,18/03/2021
Zenufaná,ZF6-2020-9,Activo,Jurídica,Privada,Remedios,No registrado,Belén,Industrial,160ZF-RES2306-2476,Por la cual se niega un plazo adicional,01/06/2023
Zenufaná,ZF6-2009-1,Archivado,Jurídica,Privada,Yolombó,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1201-4891,Por la cual se adopta una decisión,18/01/2012
Zenufaná,ZF6-2019-4,Archivado,Jurídica,Privada,Segovia,No registrado,Pocuné,Industrial,160ZF-RES2304-1602,Por la cual se acepta un desistimiento,24/04/2023
Zenufaná,ZF6-2012-6,Archivado,Jurídica,Privada,Yolombó,No registrado,No registrada,Quemas abiertas controladas en zonas rurales,130ZF-1207-5316,Por la cual se otorga un permiso,26/07/2012
Aburrá Norte,AN6-2017-22,Activo,Jurídica,Privada,Medellín,San Cristobal,El Llano,Industrial,160AN-RES2202-818,Por la cual se niega un permiso,16/02/2022
Zenufaná,ZF6-2009-12,Archivado,Jurídica,Privada,Vegachí,No registrado,El Churú,Quemas abiertas controladas en zonas rurales,130ZF-4207,Por la cual se otorga un permiso de emisiones atmosféricas para fuentes fijas,17/11/2010
Cartama,CA6-2018-10,Archivado,Jurídica,Privada,Támesis,No registrado,No registrada,Emisiones de contaminantes por explotación minera,160CA-RES2201-446,Por la cual se acepta un desistimiento,31/01/2022
Zenufaná,ZF6-2014-3,Activo,Jurídica,Privada,Puerto Berrío,No registrado,No registrada,Descargas Atmosféricas por chimeneas o ductos(servicio),160ZF-RES1712-7471,Por la cual se adopta una decisión,28/12/2017
Cartama,CA6-2015-1,Activo,Natural,-No aplica-,Fredonia,Palomos,No registrada,Industrial,160CA-RES1905-2258,Por la cual se resuelve un recurso de reposición,06/05/2019
Panzenú,PZ6-2013-2,Activo,Jurídica,Privada,Caucasia,No registrado,No registrada,Industrial,160PZ-RES1909-4694,Por la cual se prorroga un permiso,06/09/2019
Zenufaná,ZF6-2010-10,Archivado,Jurídica,Privada,Yolombó,No registrado,El Comino,Quemas abiertas controladas en zonas rurales,130ZF-4186,Por la cual se niega un permiso de emisiones atmosféricas para fuentes fijas,29/10/2010
